Topic ID: D1410_TRAIN | Citance Number: 10 | Citation Text: abundant solid cervical mir-24 up-regulated mirnas cancer cancers | Reference Offset: [457-696', 5101-5216', 5602-5791'] | Reference Text: species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski subset lesions demonstrate cervical significantly mirnas cancers total clones species mirna mirnas cloned abundant mir-21 mir-24 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1403_EVAL | Citance Number: 2 | Citation Text: expressing differentiation inhibition chimeric demonstrated show phenotype ras stable oncogenic molecule | Reference Offset: [26802-27051', 28634-28900', 31061-31379'] | Reference Text: loss differentiation show ras rat induces level oncogenic thyroid interference cultured low growth ras-transformed observation loss previous expressing select differentiation tsh ras oncogenic frtl-5 consistent allowed direct rapidly inhibition differentiation induction effects ras demonstrating appears analyze system time oncogenic thyroid frtl-5 early activation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1417_EVAL | Citance Number: 8 | Citation Text: networks genes nanog transcriptional critical earlier factors regulatory sox2 roles recently core discovery transcription | Reference Offset: [5798-5948', 19789-19986', 32898-33068'] | Reference Text: foxd3 essential sox2 factors pluripotency recently transcription endoderm markers visceral rt-pcr nanog showed northern factors analyses null transcription pluripotent crucial therapeutic genes understanding nanog critical regulatory identification early | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_TRAIN | Citance Number: 17 | Citation Text: genes mirna potential tumors properties testicular mir-373 oncogenic regulation proposed due oncogene note | Reference Offset: [1316-1547', 935-1177', 1865-1988'] | Reference Text: provide development pathway evidence germ potential tumors mirnas testicular p53 presence oncogenes wild-type tumorigenic growth cellular screen harbor proliferation tumorigenesis ras mirnas transformation mir-373 p53 oncogenes oncogenic primary wild-type active mir-372 oncogenic potential cluster demonstrated | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_EVAL | Citance Number: 2 | Citation Text: fashion amino crucial gatekeeper subsequent revealed demonstrated abl interacts comparison kinase binds acid imatinib detailed domain binding modes x-ray | Reference Offset: [5924-6170', 6909-7152', 2726-2843'] | Reference Text: reveal structure acts gatekeeper mutation abl recent point kinase t315i domain x-ray mutant threonine complex ap24534 murine network contacts kinase binds confirmed imatinib domain x-ray kinase point involves mutations imatinib domain resistance binding bcr-abl inhibitor | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_TRAIN | Citance Number: 9 | Citation Text: development bortezomib bcl-xl bcl-2 implicated and/or overexpression resistance mcl-1 drug | Reference Offset: [23220-23396', 23582-23736', 37251-37350'] | Reference Text: limited level bcl-xl resistance overexpression inactivated mcl-1 targets abt-737 cytotoxic bcl-2 bcl-xl overexpression inactivated mcl-1 abt-737 bcl-2 bcl-xl overexpression drug | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_TRAIN | Citance Number: 1 | Citation Text: g2/m lats2 arrest death subsequent induces apoptotic | Reference Offset: [7963-8393', 7291-7557', 35285-35552'] | Reference Text: cyclin lats2 nih3t3 mouse lats2/kpm apoptosis induce hela inhibition transition g2/m kinase e/cdk2 down-regulation tumorigenicity arrest inhibit g1/s cdc2 suppress cycle lats1 apoptosis inhibition enhanced caused g2/m kinase level arrest bax induced lines cdc2 lats2 cycle phosphorylated stages distinct arrest suggesting regulated g1/s multiple phase | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_TRAIN | Citance Number: 6 | Citation Text: spite potential represent lung examined resistance cancer vivo drug | Reference Offset: [57833-58055', 1700-2032', 16096-16193'] | Reference Text: animals extend tumor weeks 12 mice extensive lung combination treated vivo drug kras reveal loss suppresses tumors non-small network pathways drug essential inhibition tumor combined models transcriptional lung nsclc gata2 chip-seq mutant cancer growth lung xenograft examined tumor cancer ability alter growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 1 | Citation Text: mitosis lats2 nih3t3 involves interphase cytoplasmic mitotic localized kinase signaling cascade apparatus | Reference Offset: [1827-1974', 6577-6712', 22438-22610'] | Reference Text: lats2 mitosis nih3t3 interphase apparatus cytoplasmic mitotic localized lats2 mitosis interphase apparatus show finally cytoplasmic mitotic lats2 mitosis fraction localization apparatus cytoplasmic mitotic exogenous | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1417_EVAL | Citance Number: 5 | Citation Text: demonstrate oct4 markers pluripotency potential nanog | Reference Offset: [1372-1475', 6463-6636', 18281-18365'] | Reference Text: critical demonstrate pluripotency underlying factor nanog es independently pluripotency report nanog es endoderm loss pluripotency extraembryonic differentiation nanog null | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_TRAIN | Citance Number: 5 | Citation Text: processes biological underlying signatures clinically relevant investigate | Reference Offset: [17308-17482', 1301-1435', 4562-4661'] | Reference Text: hyperdiploid cases underlying pathogenesis molecular clinically distinct genes subgroups leukemia insights provided signatures cytotoxic response subtypes lesions drugs genetic leukemia underlying | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1402_TRAIN | Citance Number: 8 | Citation Text: potent deregulation suppressor epithelial tumors malignant transformation cancers breast lung rest small | Reference Offset: [39252-39523', 12167-12374', 15641-15800'] | Reference Text: additionally profiling display distinct cancers prostate lung phenotypes rest microarray downregulation small pathway suppressor ii epithelial tumor type transformation transforming receptor growth implicated potent regulating proliferation pathway vitro oncogenic epithelial inhibitor transformation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_TRAIN | Citance Number: 13 | Citation Text: upstream mir-223 mir-1 sequence interact elements | Reference Offset: [12198-12468', 14044-14246', 32417-32589'] | Reference Text: region sites promoter mir-223 putative upstream sequence encoding binding region promoter mir-223 sequence relative end region promoter mir-223 induction mirna time start correlated binding interact required | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 8 | Citation Text: rabbit anti-pml antibody polyclonal | Reference Offset: [9809-9996', 14042-14274', 19895-20133'] | Reference Text: residues rabbit endogenous pml pattern directed polyclonal nucleus rabbit antibody primary murine rabbit anti-pml localization antibody receptor primary | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_EVAL | Citance Number: 12 | Citation Text: methods information protocol marson description detailed chip-seq sequencing | Reference Offset: [32081-32172', 35810-35889', 933-1241'] | Reference Text: methods description detailed methods information detailed sequences primer genes circuitry protein-coding mirna promoters sequencing transcriptional short regulatory identification transcripts describe chip-seq quantitative types es multiple based | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_EVAL | Citance Number: 9 | Citation Text: mir-142 mirna hematopoietic tissues | Reference Offset: [3034-3275', 4142-4371', 4533-4832'] | Reference Text: mir-223 differentially mirnas cloned analyses hematopoietic tissues site leukemia highly hematopoietic translocation aggressive tissues functions complex individual differentially suggested adult express mirnas hematopoiesis differential largely bone hematopoietic types marrow thymus tissues | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1404_EVAL | Citance Number: 4 | Citation Text: p53 45 mammalian dependent cdc6 manner regulated stressed | Reference Offset: [1558-1674', 6706-6780', 13668-13770'] | Reference Text: p53 replication dna collectively cdc6 stability initiation regulated p53 interestingly dependent cdc6 destruction ir level p53 dependent cdc6 investigated decrease | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_EVAL | Citance Number: 21 | Citation Text: prs-gfp pmscv-gfp-st | Reference Offset: [10872-11136', 12302-12437', 26592-26802'] | Reference Text: prs-gfp constructs hela transient sirna retroviral assays produced vectors cloned p16ink4a active prs-hyg viral p14arf prs-gfp cellular constructs p16ink4a phenotypes uncover primary knockdown p14arf growth pcr generated pmscv-gfp-st antigen small sv40 large | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_EVAL | Citance Number: 18 | Citation Text: double-negative lyl1 expressing differentiation cortical stage stages samples prior arrested arrest late oncogene early thymocyte | Reference Offset: [14622-14866', 17082-17348', 16000-16133'] | Reference Text: cases genes normal differentiation cortical stage showed undergoing pattern early thymocyte differentiation cd2 cortical upregulation tal1 stage contrast lck pattern late reflect appeared thymocyte t-all recognized differentiation profiles samples stages thymocyte | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1421_EVAL | Citance Number: 8 | Citation Text: p6 budding mechanism recruit vps4 enveloped domain tsg101 interactions members formation involves pathway gag helps mvb factors hiv-1 late downstream viruses | Reference Offset: [35810-35974', 40097-40281', 3649-3839'] | Reference Text: suggests cellular pathway common domains receptors recruit factors primary late downstream vps viral cellular pathway common sequences receptors steps initially hiv-1 late downstream domain bind cellular machinery budding process recruit hiv-1 membrane enveloped viruses | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1405_EVAL | Citance Number: 15 | Citation Text: replication propose necrotic death induced plays early apoptotic | Reference Offset: [571-813', 2336-2533', 4944-5050'] | Reference Text: termed activates death dependent rip1 receptors type apoptotic conditions necroptosis stimulation kinase necrotic pathway fadd death caspases receptors induces apoptotic caspase-8 upstream family recruitment activation death treatment induced | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1427_EVAL | Citance Number: 15 | Citation Text: reactions bcl-2 displacement family target binding bh3-only multidomain relevant interactions | Reference Offset: [7371-7545', 2401-2687', 8152-8303'] | Reference Text: domains determine bh3 assays antiapoptotic bcl-2 family binding bh3-only interactions members regions antiapoptotic bcl-2 proapoptotic family bh3-only multidomain based bcl-2 family domains bh3 bh3-only interactions antiapoptotic nm | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1408_TRAIN | Citance Number: 11 | Citation Text: gfp mir-vec mir-1 predicted g6pd wt luciferase system sequence complementary target examined suppress | Reference Offset: [33820-34057', 1119-1226', 12684-12896'] | Reference Text: expressing mir-1 hela mirna line predicted examined relevant stably targets reporter system hela experimentally predicted targets standard shuffled sequence mirna predicted mirnas targets | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1424_EVAL | Citance Number: 15 | Citation Text: cloned widely cd2ap highly library brain tissues | Reference Offset: [16894-17024', 42718-42912', 14385-14471'] | Reference Text: northern analyze tissue detected brain tissues total murine lysates lung kidney prepared brain thymus tissues mouse domain encoding library embryo partial | Discourse Facet: | Run ID: BLLIP 1
